Accuracy,Positive Precision,Positive Recall,Positive F1,Negative Precision,Negative Recall,Negative F1,ROC-AUC,Confusion Matrix
0.989202657807309,0.9989506820566632,0.9875518672199171,0.9932185706833594,0.952191235059761,0.9958333333333333,0.9735234215885947,0.9993084370677732,"[[239, 1], [12, 952]]"
